person 1,person 2,jaccard similarity
Chen Change Loy,Erik Cambria,0.19999999999999996
Chen Change Loy,Goh Wooi Boon,0.25
Chen Change Loy,Guan Cuntai,0.0
Chen Change Loy,He Ying,1.0
Chen Change Loy,Huang Shell Ying,0.19999999999999996
Chen Change Loy,Hui Siu Cheung,0.19999999999999996
Chen Change Loy,Jagath Chandana Rajapakse,0.0
Chen Change Loy,Kwoh Chee Keong,0.19999999999999996
Chen Change Loy,Lam Kwok Yan,0.19999999999999996
Chen Change Loy,Lam Siew Kei,0.25
Chen Change Loy,Lee Bu Sung,0.19999999999999996
Chen Change Loy,Li Boyang,1.0
Chen Change Loy,Li Mo,0.25
Chen Change Loy,Li Yi,1.0
Chen Change Loy,Lin Guosheng,1.0
Chen Change Loy,Lin Shang-Wei,0.5
Chen Change Loy,Liu Weichen,0.33333333333333337
Chen Change Loy,Liu Yang,0.5
Chen Change Loy,Liu Ziwei,1.0
Chen Change Loy,Loke Yuan Ren,0.16666666666666663
Chen Change Loy,Long Cheng,0.0
Chen Change Loy,Lu Shijian,0.0
Chen Change Loy,Luo Jun,0.0
Chen Change Loy,Luo Siqiang,1.0
Chen Change Loy,Luu Anh Tuan,1.0
Chen Change Loy,Miao Chun Yan,0.19999999999999996
Chen Change Loy,Mohamed M. Sabry,0.1428571428571429
Chen Change Loy,Oh Hong Lye,1.0
Chen Change Loy,Ong Chin Ann,0.0
Chen Change Loy,Owen Noel Newton Fernando,0.16666666666666663
Chen Change Loy,Pan Xingang,0.0
Chen Change Loy,Qian Kemao,0.19999999999999996
Chen Change Loy,Seah Hock Soon,0.0
Chen Change Loy,Shen Zhiqi,0.0
Chen Change Loy,Siyuan Liu,0.0
Chen Change Loy,Smitha K G,0.19999999999999996
Chen Change Loy,Sourav Saha Bhowmick,0.19999999999999996
Chen Change Loy,Sun Aixin,0.0
Chen Change Loy,Tan Rui,0.19999999999999996
Chen Change Loy,Vidya Sudarshan,0.0
Chen Change Loy,Wai Kin Adams Kong,0.5
Chen Change Loy,Wang Wenya,0.0
Chen Change Loy,Wee Keong NG,0.16666666666666663
Chen Change Loy,Wei Yang Bryan Lim,0.0
Chen Change Loy,Wei Ying,0.0
Chen Change Loy,Wen Yonggang,0.33333333333333337
Chen Change Loy,Wentong Cai,0.5
Chen Change Loy,Yeo Chai Kiat,0.16666666666666663
Chen Change Loy,Yu Han,0.0
Chen Change Loy,Zhang Hanwang,0.19999999999999996
Chen Change Loy,Zhang Jie,0.0
Chen Change Loy,Zhang Tianwei,1.0
Chen Change Loy,Zheng Jianmin,0.16666666666666663
Chia Liang Tien,A S Madhukumar,0.6666666666666667
Chia Liang Tien,Alexei Sourin,0.33333333333333337
Chia Liang Tien,Anupam Chattopadhyay,0.09999999999999998
Chia Liang Tien,Anwitaman Datta,0.19999999999999996
Chia Liang Tien,Arvind Easwaran,0.19999999999999996
Chia Liang Tien,Bo An,0.0
Chia Liang Tien,Cham Tat Jen,0.75
Chia Liang Tien,Chee Wei Tan,0.0
Chia Liang Tien,Chen Change Loy,0.25
Chia Liang Tien,Chng Eng Siong,0.0
Chia Liang Tien,Cong Gao,0.1428571428571429
Chia Liang Tien,Deepu Rajan,0.6
Chia Liang Tien,Dmitrii Ustiugov,0.0
Chia Liang Tien,Douglas Leslie Maskell,0.125
Chia Liang Tien,Dusit Niyato,0.16666666666666663
Chia Liang Tien,Erik Cambria,0.125
Chia Liang Tien,Goh Wooi Boon,0.33333333333333337
Chia Liang Tien,Guan Cuntai,0.0
Chia Liang Tien,He Ying,0.25
Chia Liang Tien,Huang Shell Ying,0.2857142857142857
Chia Liang Tien,Hui Siu Cheung,0.8
Chia Liang Tien,Jagath Chandana Rajapakse,0.0
Chia Liang Tien,Kwoh Chee Keong,0.125
Chia Liang Tien,Lam Kwok Yan,0.2857142857142857
Chia Liang Tien,Lam Siew Kei,0.1428571428571429
Chia Liang Tien,Lee Bu Sung,0.5
Chia Liang Tien,Li Boyang,0.25
Chia Liang Tien,Li Mo,0.33333333333333337
Chia Liang Tien,Li Yi,0.25
Chia Liang Tien,Lin Guosheng,0.25
Chia Liang Tien,Lin Shang-Wei,0.19999999999999996
Chia Liang Tien,Liu Weichen,0.16666666666666663
Chia Liang Tien,Liu Yang,0.19999999999999996
Chia Liang Tien,Liu Ziwei,0.25
Chia Liang Tien,Loke Yuan Ren,0.25
Chia Liang Tien,Long Cheng,0.0
Chia Liang Tien,Lu Shijian,0.0
Chia Liang Tien,Luo Jun,0.0
Chia Liang Tien,Luo Siqiang,0.25
Chia Liang Tien,Luu Anh Tuan,0.25
Chia Liang Tien,Miao Chun Yan,0.8
Chia Liang Tien,Mohamed M. Sabry,0.09999999999999998
Chia Liang Tien,Oh Hong Lye,0.25
Chia Liang Tien,Ong Chin Ann,0.0
Chia Liang Tien,Owen Noel Newton Fernando,0.4285714285714286
Chia Liang Tien,Pan Xingang,0.0
Chia Liang Tien,Qian Kemao,0.2857142857142857
Chia Liang Tien,Seah Hock Soon,0.0
Chia Liang Tien,Shen Zhiqi,0.0
Chia Liang Tien,Siyuan Liu,0.0
Chia Liang Tien,Smitha K G,0.125
Chia Liang Tien,Sourav Saha Bhowmick,0.125
Chia Liang Tien,Sun Aixin,0.0
Chia Liang Tien,Tan Rui,0.5
Chia Liang Tien,Vidya Sudarshan,0.0
Chia Liang Tien,Wai Kin Adams Kong,0.19999999999999996
Chia Liang Tien,Wang Wenya,0.0
Chia Liang Tien,Wee Keong NG,0.6666666666666667
Chia Liang Tien,Wei Yang Bryan Lim,0.0
Chia Liang Tien,Wei Ying,0.0
Chia Liang Tien,Wen Yonggang,0.75
Chia Liang Tien,Wentong Cai,0.19999999999999996
Chia Liang Tien,Yeo Chai Kiat,0.6666666666666667
Chia Liang Tien,Yu Han,0.0
Chia Liang Tien,Zhang Hanwang,0.2857142857142857
Chia Liang Tien,Zhang Jie,0.0
Chia Liang Tien,Zhang Tianwei,0.25
Chia Liang Tien,Zheng Jianmin,0.25
Chng Eng Siong,A S Madhukumar,0.0
Chng Eng Siong,Alexei Sourin,0.16666666666666663
Chng Eng Siong,Anupam Chattopadhyay,0.0
Chng Eng Siong,Anwitaman Datta,0.0
Chng Eng Siong,Arvind Easwaran,0.0
Chng Eng Siong,Bo An,0.5
Chng Eng Siong,Cham Tat Jen,0.0
Chng Eng Siong,Chee Wei Tan,0.0
Chng Eng Siong,Chen Change Loy,0.0
Chng Eng Siong,Chia Liang Tien,0.0
Chng Eng Siong,Cong Gao,0.4
Chng Eng Siong,Deepu Rajan,0.0
Chng Eng Siong,Dmitrii Ustiugov,0.0
Chng Eng Siong,Douglas Leslie Maskell,0.0
Chng Eng Siong,Dusit Niyato,0.0
Chng Eng Siong,Erik Cambria,0.33333333333333337
Chng Eng Siong,Goh Wooi Boon,0.0
Chng Eng Siong,Guan Cuntai,0.4
Chng Eng Siong,He Ying,0.0
Chng Eng Siong,Huang Shell Ying,0.0
Chng Eng Siong,Hui Siu Cheung,0.0
Chng Eng Siong,Jagath Chandana Rajapakse,0.2222222222222222
Chng Eng Siong,Kwoh Chee Keong,0.0
Chng Eng Siong,Lam Kwok Yan,0.1428571428571429
Chng Eng Siong,Lam Siew Kei,0.0
Chng Eng Siong,Lee Bu Sung,0.0
Chng Eng Siong,Li Boyang,0.0
Chng Eng Siong,Li Mo,0.0
Chng Eng Siong,Li Yi,0.0
Chng Eng Siong,Lin Guosheng,0.0
Chng Eng Siong,Lin Shang-Wei,0.0
Chng Eng Siong,Liu Weichen,0.0
Chng Eng Siong,Liu Yang,0.0
Chng Eng Siong,Liu Ziwei,0.0
Chng Eng Siong,Loke Yuan Ren,0.0
Chng Eng Siong,Long Cheng,0.0
Chng Eng Siong,Lu Shijian,0.1428571428571429
Chng Eng Siong,Luo Jun,0.0
Chng Eng Siong,Luo Siqiang,0.0
Chng Eng Siong,Luu Anh Tuan,0.0
Chng Eng Siong,Miao Chun Yan,0.1428571428571429
Chng Eng Siong,Mohamed M. Sabry,0.0
Chng Eng Siong,Oh Hong Lye,0.0
Chng Eng Siong,Ong Chin Ann,0.0
Chng Eng Siong,Owen Noel Newton Fernando,0.0
Chng Eng Siong,Pan Xingang,0.0
Chng Eng Siong,Qian Kemao,0.0
Chng Eng Siong,Seah Hock Soon,0.0
Chng Eng Siong,Shen Zhiqi,0.33333333333333337
Chng Eng Siong,Siyuan Liu,0.16666666666666663
Chng Eng Siong,Smitha K G,0.0
Chng Eng Siong,Sourav Saha Bhowmick,0.0
Chng Eng Siong,Sun Aixin,0.25
Chng Eng Siong,Tan Rui,0.0
Chng Eng Siong,Vidya Sudarshan,0.0
Chng Eng Siong,Wai Kin Adams Kong,0.25
Chng Eng Siong,Wang Wenya,0.0
Chng Eng Siong,Wee Keong NG,0.0
Chng Eng Siong,Wei Yang Bryan Lim,0.4
Chng Eng Siong,Wei Ying,0.25
Chng Eng Siong,Wen Yonggang,0.0
Chng Eng Siong,Wentong Cai,0.0
Chng Eng Siong,Yeo Chai Kiat,0.0
Chng Eng Siong,Yu Han,0.33333333333333337
Chng Eng Siong,Zhang Hanwang,0.0
Chng Eng Siong,Zhang Jie,0.6666666666666667
Chng Eng Siong,Zhang Tianwei,0.0
Chng Eng Siong,Zheng Jianmin,0.0
Cong Gao,A S Madhukumar,0.11111111111111116
Cong Gao,Alexei Sourin,0.33333333333333337
Cong Gao,Anupam Chattopadhyay,0.09999999999999998
Cong Gao,Anwitaman Datta,0.19999999999999996
Cong Gao,Arvind Easwaran,0.19999999999999996
Cong Gao,Bo An,0.25
Cong Gao,Cham Tat Jen,0.16666666666666663
Cong Gao,Chee Wei Tan,0.0
Cong Gao,Chen Change Loy,0.25
Cong Gao,Chia Liang Tien,0.1428571428571429
Cong Gao,Chng Eng Siong,0.4
Cong Gao,Deepu Rajan,0.1428571428571429
Cong Gao,Dmitrii Ustiugov,0.0
Cong Gao,Douglas Leslie Maskell,0.125
Cong Gao,Dusit Niyato,0.16666666666666663
Cong Gao,Erik Cambria,0.2857142857142857
Cong Gao,Goh Wooi Boon,0.1428571428571429
Cong Gao,Guan Cuntai,0.1428571428571429
Cong Gao,He Ying,0.25
Cong Gao,Huang Shell Ying,0.125
Cong Gao,Hui Siu Cheung,0.125
Cong Gao,Jagath Chandana Rajapakse,0.09090909090909094
Cong Gao,Kwoh Chee Keong,0.125
Cong Gao,Lam Kwok Yan,0.2857142857142857
Cong Gao,Lam Siew Kei,0.1428571428571429
Cong Gao,Lee Bu Sung,0.125
Cong Gao,Li Boyang,0.25
Cong Gao,Li Mo,0.1428571428571429
Cong Gao,Li Yi,0.25
Cong Gao,Lin Guosheng,0.25
Cong Gao,Lin Shang-Wei,0.19999999999999996
Cong Gao,Liu Weichen,0.16666666666666663
Cong Gao,Liu Yang,0.19999999999999996
Cong Gao,Liu Ziwei,0.25
Cong Gao,Loke Yuan Ren,0.11111111111111116
Cong Gao,Long Cheng,0.0
Cong Gao,Lu Shijian,0.125
Cong Gao,Luo Jun,0.0
Cong Gao,Luo Siqiang,0.25
Cong Gao,Luu Anh Tuan,0.25
Cong Gao,Miao Chun Yan,0.2857142857142857
Cong Gao,Mohamed M. Sabry,0.09999999999999998
Cong Gao,Oh Hong Lye,0.25
Cong Gao,Ong Chin Ann,0.0
Cong Gao,Owen Noel Newton Fernando,0.11111111111111116
Cong Gao,Pan Xingang,0.0
Cong Gao,Qian Kemao,0.125
Cong Gao,Seah Hock Soon,0.0
Cong Gao,Shen Zhiqi,0.125
Cong Gao,Siyuan Liu,0.0
Cong Gao,Smitha K G,0.125
Cong Gao,Sourav Saha Bhowmick,0.2857142857142857
Cong Gao,Sun Aixin,0.0
Cong Gao,Tan Rui,0.125
Cong Gao,Vidya Sudarshan,0.0
Cong Gao,Wai Kin Adams Kong,0.5
Cong Gao,Wang Wenya,0.0
Cong Gao,Wee Keong NG,0.11111111111111116
Cong Gao,Wei Yang Bryan Lim,0.33333333333333337
Cong Gao,Wei Ying,0.0
Cong Gao,Wen Yonggang,0.16666666666666663
Cong Gao,Wentong Cai,0.19999999999999996
Cong Gao,Yeo Chai Kiat,0.11111111111111116
Cong Gao,Yu Han,0.125
Cong Gao,Zhang Hanwang,0.125
Cong Gao,Zhang Jie,0.19999999999999996
Cong Gao,Zhang Tianwei,0.25
Cong Gao,Zheng Jianmin,0.11111111111111116
Deepu Rajan,A S Madhukumar,0.6666666666666667
Deepu Rajan,Alexei Sourin,0.33333333333333337
Deepu Rajan,Anupam Chattopadhyay,0.2222222222222222
Deepu Rajan,Anwitaman Datta,0.19999999999999996
Deepu Rajan,Arvind Easwaran,0.19999999999999996
Deepu Rajan,Bo An,0.0
Deepu Rajan,Cham Tat Jen,0.75
Deepu Rajan,Chee Wei Tan,0.0
Deepu Rajan,Chen Change Loy,0.25
Deepu Rajan,Chia Liang Tien,0.6
Deepu Rajan,Chng Eng Siong,0.0
Deepu Rajan,Cong Gao,0.1428571428571429
Deepu Rajan,Dmitrii Ustiugov,0.0
Deepu Rajan,Douglas Leslie Maskell,0.2857142857142857
Deepu Rajan,Dusit Niyato,0.4
Deepu Rajan,Erik Cambria,0.125
Deepu Rajan,Goh Wooi Boon,0.6
Deepu Rajan,Guan Cuntai,0.0
Deepu Rajan,He Ying,0.25
Deepu Rajan,Huang Shell Ying,0.2857142857142857
Deepu Rajan,Hui Siu Cheung,0.5
Deepu Rajan,Jagath Chandana Rajapakse,0.0
Deepu Rajan,Kwoh Chee Keong,0.125
Deepu Rajan,Lam Kwok Yan,0.2857142857142857
Deepu Rajan,Lam Siew Kei,0.33333333333333337
Deepu Rajan,Lee Bu Sung,0.2857142857142857
Deepu Rajan,Li Boyang,0.25
Deepu Rajan,Li Mo,0.1428571428571429
Deepu Rajan,Li Yi,0.25
Deepu Rajan,Lin Guosheng,0.25
Deepu Rajan,Lin Shang-Wei,0.19999999999999996
Deepu Rajan,Liu Weichen,0.16666666666666663
Deepu Rajan,Liu Yang,0.19999999999999996
Deepu Rajan,Liu Ziwei,0.25
Deepu Rajan,Loke Yuan Ren,0.4285714285714286
Deepu Rajan,Long Cheng,0.0
Deepu Rajan,Lu Shijian,0.0
Deepu Rajan,Luo Jun,0.0
Deepu Rajan,Luo Siqiang,0.25
Deepu Rajan,Luu Anh Tuan,0.25
Deepu Rajan,Miao Chun Yan,0.5
Deepu Rajan,Mohamed M. Sabry,0.2222222222222222
Deepu Rajan,Oh Hong Lye,0.25
Deepu Rajan,Ong Chin Ann,0.0
Deepu Rajan,Owen Noel Newton Fernando,0.4285714285714286
Deepu Rajan,Pan Xingang,0.0
Deepu Rajan,Qian Kemao,0.5
Deepu Rajan,Seah Hock Soon,0.0
Deepu Rajan,Shen Zhiqi,0.0
Deepu Rajan,Siyuan Liu,0.0
Deepu Rajan,Smitha K G,0.2857142857142857
Deepu Rajan,Sourav Saha Bhowmick,0.125
Deepu Rajan,Sun Aixin,0.0
Deepu Rajan,Tan Rui,0.2857142857142857
Deepu Rajan,Vidya Sudarshan,0.0
Deepu Rajan,Wai Kin Adams Kong,0.19999999999999996
Deepu Rajan,Wang Wenya,0.0
Deepu Rajan,Wee Keong NG,0.4285714285714286
Deepu Rajan,Wei Yang Bryan Lim,0.0
Deepu Rajan,Wei Ying,0.0
Deepu Rajan,Wen Yonggang,0.4
Deepu Rajan,Wentong Cai,0.19999999999999996
Deepu Rajan,Yeo Chai Kiat,0.6666666666666667
Deepu Rajan,Yu Han,0.0
Deepu Rajan,Zhang Hanwang,0.5
Deepu Rajan,Zhang Jie,0.0
Deepu Rajan,Zhang Tianwei,0.25
Deepu Rajan,Zheng Jianmin,0.25
Dmitrii Ustiugov,A S Madhukumar,0.0
Dmitrii Ustiugov,Alexei Sourin,0.0
Dmitrii Ustiugov,Anupam Chattopadhyay,0.125
Dmitrii Ustiugov,Anwitaman Datta,0.33333333333333337
Dmitrii Ustiugov,Arvind Easwaran,0.33333333333333337
Dmitrii Ustiugov,Bo An,0.0
Dmitrii Ustiugov,Cham Tat Jen,0.0
Dmitrii Ustiugov,Chee Wei Tan,0.0
Dmitrii Ustiugov,Chen Change Loy,0.0
Dmitrii Ustiugov,Chia Liang Tien,0.0
Dmitrii Ustiugov,Chng Eng Siong,0.0
Dmitrii Ustiugov,Cong Gao,0.0
Dmitrii Ustiugov,Deepu Rajan,0.0
Dmitrii Ustiugov,Douglas Leslie Maskell,0.16666666666666663
Dmitrii Ustiugov,Dusit Niyato,0.0
Dmitrii Ustiugov,Erik Cambria,0.0
Dmitrii Ustiugov,Goh Wooi Boon,0.0
Dmitrii Ustiugov,Guan Cuntai,0.0
Dmitrii Ustiugov,He Ying,0.0
Dmitrii Ustiugov,Huang Shell Ying,0.16666666666666663
Dmitrii Ustiugov,Hui Siu Cheung,0.0
Dmitrii Ustiugov,Jagath Chandana Rajapakse,0.0
Dmitrii Ustiugov,Kwoh Chee Keong,0.0
Dmitrii Ustiugov,Lam Kwok Yan,0.0
Dmitrii Ustiugov,Lam Siew Kei,0.19999999999999996
Dmitrii Ustiugov,Lee Bu Sung,0.16666666666666663
Dmitrii Ustiugov,Li Boyang,0.0
Dmitrii Ustiugov,Li Mo,0.0
Dmitrii Ustiugov,Li Yi,0.0
Dmitrii Ustiugov,Lin Guosheng,0.0
Dmitrii Ustiugov,Lin Shang-Wei,0.0
Dmitrii Ustiugov,Liu Weichen,0.25
Dmitrii Ustiugov,Liu Yang,0.0
Dmitrii Ustiugov,Liu Ziwei,0.0
Dmitrii Ustiugov,Loke Yuan Ren,0.0
Dmitrii Ustiugov,Long Cheng,0.0
Dmitrii Ustiugov,Lu Shijian,0.0
Dmitrii Ustiugov,Luo Jun,0.0
Dmitrii Ustiugov,Luo Siqiang,0.0
Dmitrii Ustiugov,Luu Anh Tuan,0.0
Dmitrii Ustiugov,Miao Chun Yan,0.0
Dmitrii Ustiugov,Mohamed M. Sabry,0.125
Dmitrii Ustiugov,Oh Hong Lye,0.0
Dmitrii Ustiugov,Ong Chin Ann,0.0
Dmitrii Ustiugov,Owen Noel Newton Fernando,0.0
Dmitrii Ustiugov,Pan Xingang,0.0
Dmitrii Ustiugov,Qian Kemao,0.0
Dmitrii Ustiugov,Seah Hock Soon,0.25
Dmitrii Ustiugov,Shen Zhiqi,0.0
Dmitrii Ustiugov,Siyuan Liu,0.0
Dmitrii Ustiugov,Smitha K G,0.0
Dmitrii Ustiugov,Sourav Saha Bhowmick,0.0
Dmitrii Ustiugov,Sun Aixin,0.0
Dmitrii Ustiugov,Tan Rui,0.0
Dmitrii Ustiugov,Vidya Sudarshan,0.0
Dmitrii Ustiugov,Wai Kin Adams Kong,0.0
Dmitrii Ustiugov,Wang Wenya,0.0
Dmitrii Ustiugov,Wee Keong NG,0.0
Dmitrii Ustiugov,Wei Yang Bryan Lim,0.19999999999999996
Dmitrii Ustiugov,Wei Ying,0.0
Dmitrii Ustiugov,Wen Yonggang,0.0
Dmitrii Ustiugov,Wentong Cai,0.33333333333333337
Dmitrii Ustiugov,Yeo Chai Kiat,0.0
Dmitrii Ustiugov,Yu Han,0.16666666666666663
Dmitrii Ustiugov,Zhang Hanwang,0.0
Dmitrii Ustiugov,Zhang Jie,0.0
Dmitrii Ustiugov,Zhang Tianwei,0.0
Dmitrii Ustiugov,Zheng Jianmin,0.0
Douglas Leslie Maskell,A S Madhukumar,0.2222222222222222
Douglas Leslie Maskell,Alexei Sourin,0.125
Douglas Leslie Maskell,Anupam Chattopadhyay,0.5
Douglas Leslie Maskell,Anwitaman Datta,0.16666666666666663
Douglas Leslie Maskell,Arvind Easwaran,0.4
Douglas Leslie Maskell,Bo An,0.0
Douglas Leslie Maskell,Cham Tat Jen,0.1428571428571429
Douglas Leslie Maskell,Chee Wei Tan,0.0
Douglas Leslie Maskell,Chen Change Loy,0.19999999999999996
Douglas Leslie Maskell,Chia Liang Tien,0.125
Douglas Leslie Maskell,Chng Eng Siong,0.0
Douglas Leslie Maskell,Cong Gao,0.125
Douglas Leslie Maskell,Deepu Rajan,0.2857142857142857
Douglas Leslie Maskell,Dmitrii Ustiugov,0.16666666666666663
Douglas Leslie Maskell,Dusit Niyato,0.33333333333333337
Douglas Leslie Maskell,Erik Cambria,0.11111111111111116
Douglas Leslie Maskell,Goh Wooi Boon,0.2857142857142857
Douglas Leslie Maskell,Guan Cuntai,0.0
Douglas Leslie Maskell,He Ying,0.19999999999999996
Douglas Leslie Maskell,Huang Shell Ying,0.11111111111111116
Douglas Leslie Maskell,Hui Siu Cheung,0.11111111111111116
Douglas Leslie Maskell,Jagath Chandana Rajapakse,0.0
Douglas Leslie Maskell,Kwoh Chee Keong,0.11111111111111116
Douglas Leslie Maskell,Lam Kwok Yan,0.11111111111111116
Douglas Leslie Maskell,Lam Siew Kei,0.8
Douglas Leslie Maskell,Lee Bu Sung,0.11111111111111116
Douglas Leslie Maskell,Li Boyang,0.19999999999999996
Douglas Leslie Maskell,Li Mo,0.125
Douglas Leslie Maskell,Li Yi,0.19999999999999996
Douglas Leslie Maskell,Lin Guosheng,0.19999999999999996
Douglas Leslie Maskell,Lin Shang-Wei,0.16666666666666663
Douglas Leslie Maskell,Liu Weichen,0.6
Douglas Leslie Maskell,Liu Yang,0.16666666666666663
Douglas Leslie Maskell,Liu Ziwei,0.19999999999999996
Douglas Leslie Maskell,Loke Yuan Ren,0.2222222222222222
Douglas Leslie Maskell,Long Cheng,0.0
Douglas Leslie Maskell,Lu Shijian,0.0
Douglas Leslie Maskell,Luo Jun,0.125
Douglas Leslie Maskell,Luo Siqiang,0.19999999999999996
Douglas Leslie Maskell,Luu Anh Tuan,0.19999999999999996
Douglas Leslie Maskell,Miao Chun Yan,0.11111111111111116
Douglas Leslie Maskell,Mohamed M. Sabry,0.5
Douglas Leslie Maskell,Oh Hong Lye,0.19999999999999996
Douglas Leslie Maskell,Ong Chin Ann,0.0
Douglas Leslie Maskell,Owen Noel Newton Fernando,0.09999999999999998
Douglas Leslie Maskell,Pan Xingang,0.0
Douglas Leslie Maskell,Qian Kemao,0.25
Douglas Leslie Maskell,Seah Hock Soon,0.0
Douglas Leslie Maskell,Shen Zhiqi,0.0
Douglas Leslie Maskell,Siyuan Liu,0.0
Douglas Leslie Maskell,Smitha K G,0.25
Douglas Leslie Maskell,Sourav Saha Bhowmick,0.11111111111111116
Douglas Leslie Maskell,Sun Aixin,0.0
Douglas Leslie Maskell,Tan Rui,0.25
Douglas Leslie Maskell,Vidya Sudarshan,0.0
Douglas Leslie Maskell,Wai Kin Adams Kong,0.16666666666666663
Douglas Leslie Maskell,Wang Wenya,0.0
Douglas Leslie Maskell,Wee Keong NG,0.09999999999999998
Douglas Leslie Maskell,Wei Yang Bryan Lim,0.0
Douglas Leslie Maskell,Wei Ying,0.0
Douglas Leslie Maskell,Wen Yonggang,0.1428571428571429
Douglas Leslie Maskell,Wentong Cai,0.16666666666666663
Douglas Leslie Maskell,Yeo Chai Kiat,0.2222222222222222
Douglas Leslie Maskell,Yu Han,0.0
Douglas Leslie Maskell,Zhang Hanwang,0.25
Douglas Leslie Maskell,Zhang Jie,0.0
Douglas Leslie Maskell,Zhang Tianwei,0.19999999999999996
Douglas Leslie Maskell,Zheng Jianmin,0.09999999999999998
Dusit Niyato,A S Madhukumar,0.5
Dusit Niyato,Alexei Sourin,0.16666666666666663
Dusit Niyato,Anupam Chattopadhyay,0.25
Dusit Niyato,Anwitaman Datta,0.25
Dusit Niyato,Arvind Easwaran,0.25
Dusit Niyato,Bo An,0.0
Dusit Niyato,Cham Tat Jen,0.19999999999999996
Dusit Niyato,Chee Wei Tan,0.0
Dusit Niyato,Chen Change Loy,0.33333333333333337
Dusit Niyato,Chia Liang Tien,0.16666666666666663
Dusit Niyato,Chng Eng Siong,0.0
Dusit Niyato,Cong Gao,0.16666666666666663
Dusit Niyato,Deepu Rajan,0.4
Dusit Niyato,Dmitrii Ustiugov,0.0
Dusit Niyato,Douglas Leslie Maskell,0.33333333333333337
Dusit Niyato,Erik Cambria,0.1428571428571429
Dusit Niyato,Goh Wooi Boon,0.4
Dusit Niyato,Guan Cuntai,0.0
Dusit Niyato,He Ying,0.33333333333333337
Dusit Niyato,Huang Shell Ying,0.1428571428571429
Dusit Niyato,Hui Siu Cheung,0.1428571428571429
Dusit Niyato,Jagath Chandana Rajapakse,0.0
Dusit Niyato,Kwoh Chee Keong,0.1428571428571429
Dusit Niyato,Lam Kwok Yan,0.1428571428571429
Dusit Niyato,Lam Siew Kei,0.4
Dusit Niyato,Lee Bu Sung,0.33333333333333337
Dusit Niyato,Li Boyang,0.33333333333333337
Dusit Niyato,Li Mo,0.4
Dusit Niyato,Li Yi,0.33333333333333337
Dusit Niyato,Lin Guosheng,0.33333333333333337
Dusit Niyato,Lin Shang-Wei,0.25
Dusit Niyato,Liu Weichen,0.19999999999999996
Dusit Niyato,Liu Yang,0.25
Dusit Niyato,Liu Ziwei,0.33333333333333337
Dusit Niyato,Loke Yuan Ren,0.2857142857142857
Dusit Niyato,Long Cheng,0.0
Dusit Niyato,Lu Shijian,0.0
Dusit Niyato,Luo Jun,0.16666666666666663
Dusit Niyato,Luo Siqiang,0.33333333333333337
Dusit Niyato,Luu Anh Tuan,0.33333333333333337
Dusit Niyato,Miao Chun Yan,0.1428571428571429
Dusit Niyato,Mohamed M. Sabry,0.25
Dusit Niyato,Oh Hong Lye,0.33333333333333337
Dusit Niyato,Ong Chin Ann,0.25
Dusit Niyato,Owen Noel Newton Fernando,0.125
Dusit Niyato,Pan Xingang,0.0
Dusit Niyato,Qian Kemao,0.33333333333333337
Dusit Niyato,Seah Hock Soon,0.0
Dusit Niyato,Shen Zhiqi,0.0
Dusit Niyato,Siyuan Liu,0.0
Dusit Niyato,Smitha K G,0.33333333333333337
Dusit Niyato,Sourav Saha Bhowmick,0.1428571428571429
Dusit Niyato,Sun Aixin,0.0
Dusit Niyato,Tan Rui,0.33333333333333337
Dusit Niyato,Vidya Sudarshan,0.0
Dusit Niyato,Wai Kin Adams Kong,0.25
Dusit Niyato,Wang Wenya,0.0
Dusit Niyato,Wee Keong NG,0.125
Dusit Niyato,Wei Yang Bryan Lim,0.0
Dusit Niyato,Wei Ying,0.0
Dusit Niyato,Wen Yonggang,0.19999999999999996
Dusit Niyato,Wentong Cai,0.25
Dusit Niyato,Yeo Chai Kiat,0.5
Dusit Niyato,Yu Han,0.0
Dusit Niyato,Zhang Hanwang,0.33333333333333337
Dusit Niyato,Zhang Jie,0.0
Dusit Niyato,Zhang Tianwei,0.33333333333333337
Dusit Niyato,Zheng Jianmin,0.125
Erik Cambria,A S Madhukumar,0.09999999999999998
Erik Cambria,Alexei Sourin,0.125
Erik Cambria,Anupam Chattopadhyay,0.09090909090909094
Erik Cambria,Anwitaman Datta,0.16666666666666663
Erik Cambria,Arvind Easwaran,0.16666666666666663
Erik Cambria,Bo An,0.375
Erik Cambria,Cham Tat Jen,0.1428571428571429
Erik Cambria,Chee Wei Tan,0.0
Erik Cambria,Chen Change Loy,0.19999999999999996
Erik Cambria,Chia Liang Tien,0.125
Erik Cambria,Chng Eng Siong,0.33333333333333337
Erik Cambria,Cong Gao,0.2857142857142857
Erik Cambria,Deepu Rajan,0.125
Erik Cambria,Dmitrii Ustiugov,0.0
Erik Cambria,Douglas Leslie Maskell,0.11111111111111116
Erik Cambria,Dusit Niyato,0.1428571428571429
Erik Cambria,Goh Wooi Boon,0.125
Erik Cambria,Guan Cuntai,0.2857142857142857
Erik Cambria,He Ying,0.19999999999999996
Erik Cambria,Huang Shell Ying,0.11111111111111116
Erik Cambria,Hui Siu Cheung,0.11111111111111116
Erik Cambria,Jagath Chandana Rajapakse,0.30000000000000004
Erik Cambria,Kwoh Chee Keong,0.11111111111111116
Erik Cambria,Lam Kwok Yan,0.11111111111111116
