person 1,person 2,jaccard similarity
Lam Kwok Yan,Kwoh Chee Keong,0.11111111111111116
Lam Kwok Yan,Lam Siew Kei,0.125
Lam Kwok Yan,Lee Bu Sung,0.25
Lam Kwok Yan,Li Boyang,0.19999999999999996
Lam Kwok Yan,Li Mo,0.125
Lam Kwok Yan,Li Yi,0.19999999999999996
Lam Kwok Yan,Lin Guosheng,0.19999999999999996
Lam Kwok Yan,Lin Shang-Wei,0.4
Lam Kwok Yan,Liu Weichen,0.1428571428571429
Lam Kwok Yan,Liu Yang,0.4
Lam Kwok Yan,Liu Ziwei,0.19999999999999996
Lam Kwok Yan,Loke Yuan Ren,0.09999999999999998
Lam Kwok Yan,Long Cheng,0.0
Lam Kwok Yan,Lu Shijian,0.11111111111111116
Lam Kwok Yan,Luo Jun,0.0
Lam Kwok Yan,Luo Siqiang,0.19999999999999996
Lam Kwok Yan,Luu Anh Tuan,0.19999999999999996
Lam Kwok Yan,Miao Chun Yan,0.25
Lam Kwok Yan,Mohamed M. Sabry,0.09090909090909094
Lam Kwok Yan,Oh Hong Lye,0.19999999999999996
Lam Kwok Yan,Ong Chin Ann,0.0
Lam Kwok Yan,Owen Noel Newton Fernando,0.2222222222222222
Lam Kwok Yan,Pan Xingang,0.0
Lam Kwok Yan,Qian Kemao,0.11111111111111116
Lam Kwok Yan,Seah Hock Soon,0.0
Lam Kwok Yan,Shen Zhiqi,0.0
Lam Kwok Yan,Siyuan Liu,0.125
Lam Kwok Yan,Smitha K G,0.11111111111111116
Lam Kwok Yan,Sourav Saha Bhowmick,0.11111111111111116
Lam Kwok Yan,Sun Aixin,0.0
Lam Kwok Yan,Tan Rui,0.25
Lam Kwok Yan,Vidya Sudarshan,0.0
Lam Kwok Yan,Wai Kin Adams Kong,0.4
Lam Kwok Yan,Wang Wenya,0.0
Lam Kwok Yan,Wee Keong NG,0.5714285714285714
Lam Kwok Yan,Wei Yang Bryan Lim,0.125
Lam Kwok Yan,Wei Ying,0.0
Lam Kwok Yan,Wen Yonggang,0.33333333333333337
Lam Kwok Yan,Wentong Cai,0.16666666666666663
Lam Kwok Yan,Yeo Chai Kiat,0.2222222222222222
Lam Kwok Yan,Yu Han,0.0
Lam Kwok Yan,Zhang Hanwang,0.11111111111111116
Lam Kwok Yan,Zhang Jie,0.0
Lam Kwok Yan,Zhang Tianwei,0.19999999999999996
Lam Kwok Yan,Zheng Jianmin,0.09999999999999998
Lam Siew Kei,A S Madhukumar,0.25
Lam Siew Kei,Alexei Sourin,0.1428571428571429
Lam Siew Kei,Anupam Chattopadhyay,0.5714285714285714
Lam Siew Kei,Anwitaman Datta,0.19999999999999996
Lam Siew Kei,Arvind Easwaran,0.5
Lam Siew Kei,Bo An,0.0
Lam Siew Kei,Cham Tat Jen,0.16666666666666663
Lam Siew Kei,Chee Wei Tan,0.0
Lam Siew Kei,Chen Change Loy,0.25
Lam Siew Kei,Chia Liang Tien,0.1428571428571429
Lam Siew Kei,Chng Eng Siong,0.0
Lam Siew Kei,Cong Gao,0.1428571428571429
Lam Siew Kei,Deepu Rajan,0.33333333333333337
Lam Siew Kei,Dmitrii Ustiugov,0.19999999999999996
Lam Siew Kei,Douglas Leslie Maskell,0.8
Lam Siew Kei,Dusit Niyato,0.4
Lam Siew Kei,Erik Cambria,0.125
Lam Siew Kei,Goh Wooi Boon,0.33333333333333337
Lam Siew Kei,Guan Cuntai,0.0
Lam Siew Kei,He Ying,0.25
Lam Siew Kei,Huang Shell Ying,0.125
Lam Siew Kei,Hui Siu Cheung,0.125
Lam Siew Kei,Jagath Chandana Rajapakse,0.0
Lam Siew Kei,Kwoh Chee Keong,0.125
Lam Siew Kei,Lam Kwok Yan,0.125
Lam Siew Kei,Lee Bu Sung,0.125
Lam Siew Kei,Li Boyang,0.25
Lam Siew Kei,Li Mo,0.1428571428571429
Lam Siew Kei,Li Yi,0.25
Lam Siew Kei,Lin Guosheng,0.25
Lam Siew Kei,Lin Shang-Wei,0.19999999999999996
Lam Siew Kei,Liu Weichen,0.75
Lam Siew Kei,Liu Yang,0.19999999999999996
Lam Siew Kei,Liu Ziwei,0.25
Lam Siew Kei,Loke Yuan Ren,0.25
Lam Siew Kei,Long Cheng,0.0
Lam Siew Kei,Lu Shijian,0.0
Lam Siew Kei,Luo Jun,0.1428571428571429
Lam Siew Kei,Luo Siqiang,0.25
Lam Siew Kei,Luu Anh Tuan,0.25
Lam Siew Kei,Miao Chun Yan,0.125
Lam Siew Kei,Mohamed M. Sabry,0.5714285714285714
Lam Siew Kei,Oh Hong Lye,0.25
Lam Siew Kei,Ong Chin Ann,0.0
Lam Siew Kei,Owen Noel Newton Fernando,0.11111111111111116
Lam Siew Kei,Pan Xingang,0.0
Lam Siew Kei,Qian Kemao,0.2857142857142857
Lam Siew Kei,Seah Hock Soon,0.0
Lam Siew Kei,Shen Zhiqi,0.0
Lam Siew Kei,Siyuan Liu,0.0
Lam Siew Kei,Smitha K G,0.2857142857142857
Lam Siew Kei,Sourav Saha Bhowmick,0.125
Lam Siew Kei,Sun Aixin,0.0
Lam Siew Kei,Tan Rui,0.125
Lam Siew Kei,Vidya Sudarshan,0.0
Lam Siew Kei,Wai Kin Adams Kong,0.19999999999999996
Lam Siew Kei,Wang Wenya,0.0
Lam Siew Kei,Wee Keong NG,0.11111111111111116
Lam Siew Kei,Wei Yang Bryan Lim,0.0
Lam Siew Kei,Wei Ying,0.0
Lam Siew Kei,Wen Yonggang,0.16666666666666663
Lam Siew Kei,Wentong Cai,0.19999999999999996
Lam Siew Kei,Yeo Chai Kiat,0.25
Lam Siew Kei,Yu Han,0.0
Lam Siew Kei,Zhang Hanwang,0.2857142857142857
Lam Siew Kei,Zhang Jie,0.0
Lam Siew Kei,Zhang Tianwei,0.25
Lam Siew Kei,Zheng Jianmin,0.11111111111111116
Lee Bu Sung,A S Madhukumar,0.5714285714285714
Lee Bu Sung,Alexei Sourin,0.125
Lee Bu Sung,Anupam Chattopadhyay,0.09090909090909094
Lee Bu Sung,Anwitaman Datta,0.4
Lee Bu Sung,Arvind Easwaran,0.16666666666666663
Lee Bu Sung,Bo An,0.0
Lee Bu Sung,Cham Tat Jen,0.33333333333333337
Lee Bu Sung,Chee Wei Tan,0.0
Lee Bu Sung,Chen Change Loy,0.19999999999999996
Lee Bu Sung,Chia Liang Tien,0.5
Lee Bu Sung,Chng Eng Siong,0.0
Lee Bu Sung,Cong Gao,0.125
Lee Bu Sung,Deepu Rajan,0.2857142857142857
Lee Bu Sung,Dmitrii Ustiugov,0.16666666666666663
Lee Bu Sung,Douglas Leslie Maskell,0.11111111111111116
Lee Bu Sung,Dusit Niyato,0.33333333333333337
Lee Bu Sung,Erik Cambria,0.11111111111111116
Lee Bu Sung,Goh Wooi Boon,0.125
Lee Bu Sung,Guan Cuntai,0.0
Lee Bu Sung,He Ying,0.19999999999999996
Lee Bu Sung,Huang Shell Ying,0.4285714285714286
Lee Bu Sung,Hui Siu Cheung,0.4285714285714286
Lee Bu Sung,Jagath Chandana Rajapakse,0.0
Lee Bu Sung,Kwoh Chee Keong,0.11111111111111116
Lee Bu Sung,Lam Kwok Yan,0.25
Lee Bu Sung,Lam Siew Kei,0.125
Lee Bu Sung,Li Boyang,0.19999999999999996
Lee Bu Sung,Li Mo,0.5
Lee Bu Sung,Li Yi,0.19999999999999996
Lee Bu Sung,Lin Guosheng,0.19999999999999996
Lee Bu Sung,Lin Shang-Wei,0.16666666666666663
Lee Bu Sung,Liu Weichen,0.1428571428571429
Lee Bu Sung,Liu Yang,0.16666666666666663
Lee Bu Sung,Liu Ziwei,0.19999999999999996
Lee Bu Sung,Loke Yuan Ren,0.09999999999999998
Lee Bu Sung,Long Cheng,0.0
Lee Bu Sung,Lu Shijian,0.0
Lee Bu Sung,Luo Jun,0.125
Lee Bu Sung,Luo Siqiang,0.19999999999999996
Lee Bu Sung,Luu Anh Tuan,0.19999999999999996
Lee Bu Sung,Miao Chun Yan,0.4285714285714286
Lee Bu Sung,Mohamed M. Sabry,0.09090909090909094
Lee Bu Sung,Oh Hong Lye,0.19999999999999996
Lee Bu Sung,Ong Chin Ann,0.16666666666666663
Lee Bu Sung,Owen Noel Newton Fernando,0.2222222222222222
Lee Bu Sung,Pan Xingang,0.0
Lee Bu Sung,Qian Kemao,0.11111111111111116
Lee Bu Sung,Seah Hock Soon,0.1428571428571429
Lee Bu Sung,Shen Zhiqi,0.0
Lee Bu Sung,Siyuan Liu,0.0
Lee Bu Sung,Smitha K G,0.11111111111111116
Lee Bu Sung,Sourav Saha Bhowmick,0.11111111111111116
Lee Bu Sung,Sun Aixin,0.0
Lee Bu Sung,Tan Rui,0.6666666666666667
Lee Bu Sung,Vidya Sudarshan,0.0
Lee Bu Sung,Wai Kin Adams Kong,0.16666666666666663
Lee Bu Sung,Wang Wenya,0.0
Lee Bu Sung,Wee Keong NG,0.375
Lee Bu Sung,Wei Yang Bryan Lim,0.125
Lee Bu Sung,Wei Ying,0.0
Lee Bu Sung,Wen Yonggang,0.6
Lee Bu Sung,Wentong Cai,0.4
Lee Bu Sung,Yeo Chai Kiat,0.5714285714285714
Lee Bu Sung,Yu Han,0.11111111111111116
Lee Bu Sung,Zhang Hanwang,0.11111111111111116
Lee Bu Sung,Zhang Jie,0.0
Lee Bu Sung,Zhang Tianwei,0.19999999999999996
Lee Bu Sung,Zheng Jianmin,0.09999999999999998
Li Boyang,A S Madhukumar,0.16666666666666663
Li Boyang,Alexei Sourin,0.25
Li Boyang,Anupam Chattopadhyay,0.1428571428571429
Li Boyang,Anwitaman Datta,0.5
Li Boyang,Arvind Easwaran,0.5
Li Boyang,Bo An,0.0
Li Boyang,Cham Tat Jen,0.33333333333333337
Li Boyang,Chee Wei Tan,0.0
Li Boyang,Chen Change Loy,1.0
Li Boyang,Chia Liang Tien,0.25
Li Boyang,Chng Eng Siong,0.0
Li Boyang,Cong Gao,0.25
Li Boyang,Deepu Rajan,0.25
Li Boyang,Dmitrii Ustiugov,0.0
Li Boyang,Douglas Leslie Maskell,0.19999999999999996
Li Boyang,Dusit Niyato,0.33333333333333337
Li Boyang,Erik Cambria,0.19999999999999996
Li Boyang,Goh Wooi Boon,0.25
Li Boyang,Guan Cuntai,0.0
Li Boyang,He Ying,1.0
Li Boyang,Huang Shell Ying,0.19999999999999996
Li Boyang,Hui Siu Cheung,0.19999999999999996
Li Boyang,Jagath Chandana Rajapakse,0.0
Li Boyang,Kwoh Chee Keong,0.19999999999999996
Li Boyang,Lam Kwok Yan,0.19999999999999996
Li Boyang,Lam Siew Kei,0.25
Li Boyang,Lee Bu Sung,0.19999999999999996
Li Boyang,Li Mo,0.25
Li Boyang,Li Yi,1.0
Li Boyang,Lin Guosheng,1.0
Li Boyang,Lin Shang-Wei,0.5
Li Boyang,Liu Weichen,0.33333333333333337
Li Boyang,Liu Yang,0.5
Li Boyang,Liu Ziwei,1.0
Li Boyang,Loke Yuan Ren,0.16666666666666663
Li Boyang,Long Cheng,0.0
Li Boyang,Lu Shijian,0.0
Li Boyang,Luo Jun,0.0
Li Boyang,Luo Siqiang,1.0
Li Boyang,Luu Anh Tuan,1.0
Li Boyang,Miao Chun Yan,0.19999999999999996
Li Boyang,Mohamed M. Sabry,0.1428571428571429
Li Boyang,Oh Hong Lye,1.0
Li Boyang,Ong Chin Ann,0.0
Li Boyang,Owen Noel Newton Fernando,0.16666666666666663
Li Boyang,Pan Xingang,0.0
Li Boyang,Qian Kemao,0.19999999999999996
Li Boyang,Seah Hock Soon,0.0
Li Boyang,Shen Zhiqi,0.0
Li Boyang,Siyuan Liu,0.0
Li Boyang,Smitha K G,0.19999999999999996
Li Boyang,Sourav Saha Bhowmick,0.19999999999999996
Li Boyang,Sun Aixin,0.0
Li Boyang,Tan Rui,0.19999999999999996
Li Boyang,Vidya Sudarshan,0.0
Li Boyang,Wai Kin Adams Kong,0.5
Li Boyang,Wang Wenya,0.0
Li Boyang,Wee Keong NG,0.16666666666666663
Li Boyang,Wei Yang Bryan Lim,0.0
Li Boyang,Wei Ying,0.0
Li Boyang,Wen Yonggang,0.33333333333333337
Li Boyang,Wentong Cai,0.5
Li Boyang,Yeo Chai Kiat,0.16666666666666663
Li Boyang,Yu Han,0.0
Li Boyang,Zhang Hanwang,0.19999999999999996
Li Boyang,Zhang Jie,0.0
Li Boyang,Zhang Tianwei,1.0
Li Boyang,Zheng Jianmin,0.16666666666666663
Li Mo,A S Madhukumar,0.4285714285714286
Li Mo,Alexei Sourin,0.1428571428571429
Li Mo,Anupam Chattopadhyay,0.09999999999999998
Li Mo,Anwitaman Datta,0.19999999999999996
Li Mo,Arvind Easwaran,0.19999999999999996
Li Mo,Bo An,0.0
Li Mo,Cham Tat Jen,0.16666666666666663
Li Mo,Chee Wei Tan,0.0
Li Mo,Chen Change Loy,0.25
Li Mo,Chia Liang Tien,0.33333333333333337
Li Mo,Chng Eng Siong,0.0
Li Mo,Cong Gao,0.1428571428571429
Li Mo,Deepu Rajan,0.1428571428571429
Li Mo,Dmitrii Ustiugov,0.0
Li Mo,Douglas Leslie Maskell,0.125
Li Mo,Dusit Niyato,0.4
Li Mo,Erik Cambria,0.125
Li Mo,Goh Wooi Boon,0.1428571428571429
Li Mo,Guan Cuntai,0.0
Li Mo,He Ying,0.25
Li Mo,Huang Shell Ying,0.125
Li Mo,Hui Siu Cheung,0.2857142857142857
Li Mo,Jagath Chandana Rajapakse,0.0
Li Mo,Kwoh Chee Keong,0.125
Li Mo,Lam Kwok Yan,0.125
Li Mo,Lam Siew Kei,0.1428571428571429
Li Mo,Lee Bu Sung,0.5
Li Mo,Li Boyang,0.25
Li Mo,Li Yi,0.25
Li Mo,Lin Guosheng,0.25
Li Mo,Lin Shang-Wei,0.19999999999999996
Li Mo,Liu Weichen,0.16666666666666663
Li Mo,Liu Yang,0.19999999999999996
Li Mo,Liu Ziwei,0.25
Li Mo,Loke Yuan Ren,0.11111111111111116
Li Mo,Long Cheng,0.0
Li Mo,Lu Shijian,0.0
Li Mo,Luo Jun,0.33333333333333337
Li Mo,Luo Siqiang,0.25
Li Mo,Luu Anh Tuan,0.25
Li Mo,Miao Chun Yan,0.2857142857142857
Li Mo,Mohamed M. Sabry,0.09999999999999998
Li Mo,Oh Hong Lye,0.25
Li Mo,Ong Chin Ann,0.19999999999999996
Li Mo,Owen Noel Newton Fernando,0.11111111111111116
Li Mo,Pan Xingang,0.0
Li Mo,Qian Kemao,0.125
Li Mo,Seah Hock Soon,0.0
Li Mo,Shen Zhiqi,0.0
Li Mo,Siyuan Liu,0.1428571428571429
Li Mo,Smitha K G,0.125
Li Mo,Sourav Saha Bhowmick,0.125
Li Mo,Sun Aixin,0.0
Li Mo,Tan Rui,0.5
Li Mo,Vidya Sudarshan,0.0
Li Mo,Wai Kin Adams Kong,0.19999999999999996
Li Mo,Wang Wenya,0.0
Li Mo,Wee Keong NG,0.25
Li Mo,Wei Yang Bryan Lim,0.1428571428571429
Li Mo,Wei Ying,0.0
Li Mo,Wen Yonggang,0.4
Li Mo,Wentong Cai,0.19999999999999996
Li Mo,Yeo Chai Kiat,0.4285714285714286
Li Mo,Yu Han,0.0
Li Mo,Zhang Hanwang,0.125
Li Mo,Zhang Jie,0.0
Li Mo,Zhang Tianwei,0.25
Li Mo,Zheng Jianmin,0.11111111111111116
Li Yi,A S Madhukumar,0.16666666666666663
Li Yi,Alexei Sourin,0.25
Li Yi,Anupam Chattopadhyay,0.1428571428571429
Li Yi,Anwitaman Datta,0.5
Li Yi,Arvind Easwaran,0.5
Li Yi,Bo An,0.0
Li Yi,Cham Tat Jen,0.33333333333333337
Li Yi,Chee Wei Tan,0.0
Li Yi,Chen Change Loy,1.0
Li Yi,Chia Liang Tien,0.25
Li Yi,Chng Eng Siong,0.0
Li Yi,Cong Gao,0.25
Li Yi,Deepu Rajan,0.25
Li Yi,Dmitrii Ustiugov,0.0
Li Yi,Douglas Leslie Maskell,0.19999999999999996
Li Yi,Dusit Niyato,0.33333333333333337
Li Yi,Erik Cambria,0.19999999999999996
Li Yi,Goh Wooi Boon,0.25
Li Yi,Guan Cuntai,0.0
Li Yi,He Ying,1.0
Li Yi,Huang Shell Ying,0.19999999999999996
Li Yi,Hui Siu Cheung,0.19999999999999996
Li Yi,Jagath Chandana Rajapakse,0.0
Li Yi,Kwoh Chee Keong,0.19999999999999996
Li Yi,Lam Kwok Yan,0.19999999999999996
Li Yi,Lam Siew Kei,0.25
Li Yi,Lee Bu Sung,0.19999999999999996
Li Yi,Li Boyang,1.0
Li Yi,Li Mo,0.25
Li Yi,Lin Guosheng,1.0
Li Yi,Lin Shang-Wei,0.5
Li Yi,Liu Weichen,0.33333333333333337
Li Yi,Liu Yang,0.5
Li Yi,Liu Ziwei,1.0
Li Yi,Loke Yuan Ren,0.16666666666666663
Li Yi,Long Cheng,0.0
Li Yi,Lu Shijian,0.0
Li Yi,Luo Jun,0.0
Li Yi,Luo Siqiang,1.0
Li Yi,Luu Anh Tuan,1.0
Li Yi,Miao Chun Yan,0.19999999999999996
Li Yi,Mohamed M. Sabry,0.1428571428571429
Li Yi,Oh Hong Lye,1.0
Li Yi,Ong Chin Ann,0.0
Li Yi,Owen Noel Newton Fernando,0.16666666666666663
Li Yi,Pan Xingang,0.0
Li Yi,Qian Kemao,0.19999999999999996
Li Yi,Seah Hock Soon,0.0
Li Yi,Shen Zhiqi,0.0
Li Yi,Siyuan Liu,0.0
Li Yi,Smitha K G,0.19999999999999996
Li Yi,Sourav Saha Bhowmick,0.19999999999999996
Li Yi,Sun Aixin,0.0
Li Yi,Tan Rui,0.19999999999999996
Li Yi,Vidya Sudarshan,0.0
Li Yi,Wai Kin Adams Kong,0.5
Li Yi,Wang Wenya,0.0
Li Yi,Wee Keong NG,0.16666666666666663
Li Yi,Wei Yang Bryan Lim,0.0
Li Yi,Wei Ying,0.0
Li Yi,Wen Yonggang,0.33333333333333337
Li Yi,Wentong Cai,0.5
Li Yi,Yeo Chai Kiat,0.16666666666666663
Li Yi,Yu Han,0.0
Li Yi,Zhang Hanwang,0.19999999999999996
Li Yi,Zhang Jie,0.0
Li Yi,Zhang Tianwei,1.0
Li Yi,Zheng Jianmin,0.16666666666666663
Lin Guosheng,A S Madhukumar,0.16666666666666663
Lin Guosheng,Alexei Sourin,0.25
Lin Guosheng,Anupam Chattopadhyay,0.1428571428571429
Lin Guosheng,Anwitaman Datta,0.5
Lin Guosheng,Arvind Easwaran,0.5
Lin Guosheng,Bo An,0.0
Lin Guosheng,Cham Tat Jen,0.33333333333333337
Lin Guosheng,Chee Wei Tan,0.0
Lin Guosheng,Chen Change Loy,1.0
Lin Guosheng,Chia Liang Tien,0.25
Lin Guosheng,Chng Eng Siong,0.0
Lin Guosheng,Cong Gao,0.25
Lin Guosheng,Deepu Rajan,0.25
Lin Guosheng,Dmitrii Ustiugov,0.0
Lin Guosheng,Douglas Leslie Maskell,0.19999999999999996
Lin Guosheng,Dusit Niyato,0.33333333333333337
Lin Guosheng,Erik Cambria,0.19999999999999996
Lin Guosheng,Goh Wooi Boon,0.25
Lin Guosheng,Guan Cuntai,0.0
Lin Guosheng,He Ying,1.0
Lin Guosheng,Huang Shell Ying,0.19999999999999996
Lin Guosheng,Hui Siu Cheung,0.19999999999999996
Lin Guosheng,Jagath Chandana Rajapakse,0.0
Lin Guosheng,Kwoh Chee Keong,0.19999999999999996
Lin Guosheng,Lam Kwok Yan,0.19999999999999996
Lin Guosheng,Lam Siew Kei,0.25
Lin Guosheng,Lee Bu Sung,0.19999999999999996
Lin Guosheng,Li Boyang,1.0
Lin Guosheng,Li Mo,0.25
Lin Guosheng,Li Yi,1.0
Lin Guosheng,Lin Shang-Wei,0.5
Lin Guosheng,Liu Weichen,0.33333333333333337
Lin Guosheng,Liu Yang,0.5
Lin Guosheng,Liu Ziwei,1.0
Lin Guosheng,Loke Yuan Ren,0.16666666666666663
Lin Guosheng,Long Cheng,0.0
Lin Guosheng,Lu Shijian,0.0
Lin Guosheng,Luo Jun,0.0
Lin Guosheng,Luo Siqiang,1.0
Lin Guosheng,Luu Anh Tuan,1.0
Lin Guosheng,Miao Chun Yan,0.19999999999999996
Lin Guosheng,Mohamed M. Sabry,0.1428571428571429
Lin Guosheng,Oh Hong Lye,1.0
Lin Guosheng,Ong Chin Ann,0.0
Lin Guosheng,Owen Noel Newton Fernando,0.16666666666666663
Lin Guosheng,Pan Xingang,0.0
Lin Guosheng,Qian Kemao,0.19999999999999996
Lin Guosheng,Seah Hock Soon,0.0
Lin Guosheng,Shen Zhiqi,0.0
Lin Guosheng,Siyuan Liu,0.0
Lin Guosheng,Smitha K G,0.19999999999999996
Lin Guosheng,Sourav Saha Bhowmick,0.19999999999999996
Lin Guosheng,Sun Aixin,0.0
Lin Guosheng,Tan Rui,0.19999999999999996
Lin Guosheng,Vidya Sudarshan,0.0
Lin Guosheng,Wai Kin Adams Kong,0.5
Lin Guosheng,Wang Wenya,0.0
Lin Guosheng,Wee Keong NG,0.16666666666666663
Lin Guosheng,Wei Yang Bryan Lim,0.0
Lin Guosheng,Wei Ying,0.0
Lin Guosheng,Wen Yonggang,0.33333333333333337
Lin Guosheng,Wentong Cai,0.5
Lin Guosheng,Yeo Chai Kiat,0.16666666666666663
Lin Guosheng,Yu Han,0.0
Lin Guosheng,Zhang Hanwang,0.19999999999999996
Lin Guosheng,Zhang Jie,0.0
Lin Guosheng,Zhang Tianwei,1.0
Lin Guosheng,Zheng Jianmin,0.16666666666666663
Lin Shang-Wei,A S Madhukumar,0.1428571428571429
Lin Shang-Wei,Alexei Sourin,0.19999999999999996
Lin Shang-Wei,Anupam Chattopadhyay,0.125
Lin Shang-Wei,Anwitaman Datta,0.33333333333333337
Lin Shang-Wei,Arvind Easwaran,0.33333333333333337
Lin Shang-Wei,Bo An,0.0
Lin Shang-Wei,Cham Tat Jen,0.25
Lin Shang-Wei,Chee Wei Tan,0.0
Lin Shang-Wei,Chen Change Loy,0.5
Lin Shang-Wei,Chia Liang Tien,0.19999999999999996
Lin Shang-Wei,Chng Eng Siong,0.0
Lin Shang-Wei,Cong Gao,0.19999999999999996
Lin Shang-Wei,Deepu Rajan,0.19999999999999996
Lin Shang-Wei,Dmitrii Ustiugov,0.0
Lin Shang-Wei,Douglas Leslie Maskell,0.16666666666666663
Lin Shang-Wei,Dusit Niyato,0.25
Lin Shang-Wei,Erik Cambria,0.16666666666666663
Lin Shang-Wei,Goh Wooi Boon,0.19999999999999996
Lin Shang-Wei,Guan Cuntai,0.0
Lin Shang-Wei,He Ying,0.5
Lin Shang-Wei,Huang Shell Ying,0.16666666666666663
Lin Shang-Wei,Hui Siu Cheung,0.16666666666666663
Lin Shang-Wei,Jagath Chandana Rajapakse,0.0
Lin Shang-Wei,Kwoh Chee Keong,0.16666666666666663
Lin Shang-Wei,Lam Kwok Yan,0.4
Lin Shang-Wei,Lam Siew Kei,0.19999999999999996
Lin Shang-Wei,Lee Bu Sung,0.16666666666666663
Lin Shang-Wei,Li Boyang,0.5
Lin Shang-Wei,Li Mo,0.19999999999999996
Lin Shang-Wei,Li Yi,0.5
Lin Shang-Wei,Lin Guosheng,0.5
Lin Shang-Wei,Liu Weichen,0.25
Lin Shang-Wei,Liu Yang,1.0
Lin Shang-Wei,Liu Ziwei,0.5
Lin Shang-Wei,Loke Yuan Ren,0.1428571428571429
Lin Shang-Wei,Long Cheng,0.0
Lin Shang-Wei,Lu Shijian,0.0
Lin Shang-Wei,Luo Jun,0.0
Lin Shang-Wei,Luo Siqiang,0.5
Lin Shang-Wei,Luu Anh Tuan,0.5
Lin Shang-Wei,Miao Chun Yan,0.16666666666666663
Lin Shang-Wei,Mohamed M. Sabry,0.125
Lin Shang-Wei,Oh Hong Lye,0.5
Lin Shang-Wei,Ong Chin Ann,0.0
Lin Shang-Wei,Owen Noel Newton Fernando,0.1428571428571429
Lin Shang-Wei,Pan Xingang,0.0
Lin Shang-Wei,Qian Kemao,0.16666666666666663
Lin Shang-Wei,Seah Hock Soon,0.0
Lin Shang-Wei,Shen Zhiqi,0.0
Lin Shang-Wei,Siyuan Liu,0.19999999999999996
Lin Shang-Wei,Smitha K G,0.16666666666666663
Lin Shang-Wei,Sourav Saha Bhowmick,0.16666666666666663
Lin Shang-Wei,Sun Aixin,0.0
Lin Shang-Wei,Tan Rui,0.16666666666666663
Lin Shang-Wei,Vidya Sudarshan,0.0
Lin Shang-Wei,Wai Kin Adams Kong,0.33333333333333337
Lin Shang-Wei,Wang Wenya,0.0
Lin Shang-Wei,Wee Keong NG,0.33333333333333337
Lin Shang-Wei,Wei Yang Bryan Lim,0.0
Lin Shang-Wei,Wei Ying,0.0
Lin Shang-Wei,Wen Yonggang,0.25
Lin Shang-Wei,Wentong Cai,0.33333333333333337
Lin Shang-Wei,Yeo Chai Kiat,0.1428571428571429
Lin Shang-Wei,Yu Han,0.0
Lin Shang-Wei,Zhang Hanwang,0.16666666666666663
Lin Shang-Wei,Zhang Jie,0.0
Lin Shang-Wei,Zhang Tianwei,0.5
Lin Shang-Wei,Zheng Jianmin,0.1428571428571429
Liu Weichen,A S Madhukumar,0.125
Liu Weichen,Alexei Sourin,0.16666666666666663
Liu Weichen,Anupam Chattopadhyay,0.4285714285714286
Liu Weichen,Anwitaman Datta,0.25
Liu Weichen,Arvind Easwaran,0.6666666666666667
Liu Weichen,Bo An,0.0
Liu Weichen,Cham Tat Jen,0.19999999999999996
Liu Weichen,Chee Wei Tan,0.0
Liu Weichen,Chen Change Loy,0.33333333333333337
Liu Weichen,Chia Liang Tien,0.16666666666666663
Liu Weichen,Chng Eng Siong,0.0
Liu Weichen,Cong Gao,0.16666666666666663
Liu Weichen,Deepu Rajan,0.16666666666666663
Liu Weichen,Dmitrii Ustiugov,0.25
Liu Weichen,Douglas Leslie Maskell,0.6
Liu Weichen,Dusit Niyato,0.19999999999999996
Liu Weichen,Erik Cambria,0.1428571428571429
Liu Weichen,Goh Wooi Boon,0.16666666666666663
Liu Weichen,Guan Cuntai,0.0
Liu Weichen,He Ying,0.33333333333333337
Liu Weichen,Huang Shell Ying,0.1428571428571429
Liu Weichen,Hui Siu Cheung,0.1428571428571429
Liu Weichen,Jagath Chandana Rajapakse,0.0
Liu Weichen,Kwoh Chee Keong,0.1428571428571429
Liu Weichen,Lam Kwok Yan,0.1428571428571429
Liu Weichen,Lam Siew Kei,0.75
Liu Weichen,Lee Bu Sung,0.1428571428571429
Liu Weichen,Li Boyang,0.33333333333333337
Liu Weichen,Li Mo,0.16666666666666663
Liu Weichen,Li Yi,0.33333333333333337
Liu Weichen,Lin Guosheng,0.33333333333333337
Liu Weichen,Lin Shang-Wei,0.25
Liu Weichen,Liu Yang,0.25
Liu Weichen,Liu Ziwei,0.33333333333333337
Liu Weichen,Loke Yuan Ren,0.125
Liu Weichen,Long Cheng,0.0
Liu Weichen,Lu Shijian,0.0
Liu Weichen,Luo Jun,0.16666666666666663
Liu Weichen,Luo Siqiang,0.33333333333333337
Liu Weichen,Luu Anh Tuan,0.33333333333333337
Liu Weichen,Miao Chun Yan,0.1428571428571429
Liu Weichen,Mohamed M. Sabry,0.4285714285714286
Liu Weichen,Oh Hong Lye,0.33333333333333337
Liu Weichen,Ong Chin Ann,0.0
Liu Weichen,Owen Noel Newton Fernando,0.125
Liu Weichen,Pan Xingang,0.0
Liu Weichen,Qian Kemao,0.1428571428571429
Liu Weichen,Seah Hock Soon,0.0
Liu Weichen,Shen Zhiqi,0.0
Liu Weichen,Siyuan Liu,0.0
Liu Weichen,Smitha K G,0.1428571428571429
Liu Weichen,Sourav Saha Bhowmick,0.1428571428571429
Liu Weichen,Sun Aixin,0.0
Liu Weichen,Tan Rui,0.1428571428571429
Liu Weichen,Vidya Sudarshan,0.0
